state,year,law,definition,status,link
New Hampshire,2012,dvrosurrender,State law requires DVRO subjects to surrender their firearms,Current,
New Hampshire,2012,dvrosurrendernoconditions,No additional finding is required before the firearm surrender provisions apply,Current,
New Hampshire,2012,dvrosurrenderdating,The surrender provisions apply if the subject is a dating partner of the petitioner,Current,
New Hampshire,2013,dealerh,State dealer license required for handgun sales,Current,
New Hampshire,2013,permitconcealed,Permit required to carry concealed weapons,Current,
New Hampshire,2013,showing,Applicants are required to make a heightened showing to obtain a concealed carry permit,Current,
New Hampshire,2013,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
New Hampshire,2013,cap16,Criminal liability applies to children less than 16 years old,Current,
New Hampshire,2013,cap14,Criminal liability applies to children less than 14 years old,Current,
New Hampshire,2013,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
New Hampshire,2013,incidentall,All firearms must be removed from the scene of a domestic violence incident,Current,
New Hampshire,2013,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
New Hampshire,2013,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
New Hampshire,2013,dvrosurrender,State law requires DVRO subjects to surrender their firearms,Current,
New Hampshire,2013,dvrosurrendernoconditions,No additional finding is required before the firearm surrender provisions apply,Current,
New Hampshire,2013,dvrosurrenderdating,The surrender provisions apply if the subject is a dating partner of the petitioner,Current,
New Hampshire,2014,dealerh,State dealer license required for handgun sales,Current,
New Hampshire,2014,permitconcealed,Permit required to carry concealed weapons,Current,
New Hampshire,2014,showing,Applicants are required to make a heightened showing to obtain a concealed carry permit,Current,
New Hampshire,2014,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
New Hampshire,2014,cap16,Criminal liability applies to children less than 16 years old,Current,
New Hampshire,2014,cap14,Criminal liability applies to children less than 14 years old,Current,
New Hampshire,2014,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
New Hampshire,2014,incidentall,All firearms must be removed from the scene of a domestic violence incident,Current,
New Hampshire,2014,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
New Hampshire,2014,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
New Hampshire,2014,dvrosurrender,State law requires DVRO subjects to surrender their firearms,Current,
New Hampshire,2014,dvrosurrendernoconditions,No additional finding is required before the firearm surrender provisions apply,Current,
New Hampshire,2014,dvrosurrenderdating,The surrender provisions apply if the subject is a dating partner of the petitioner,Current,
New Hampshire,2015,dealerh,State dealer license required for handgun sales,Current,
New Hampshire,2015,permitconcealed,Permit required to carry concealed weapons,Current,
New Hampshire,2015,showing,Applicants are required to make a heightened showing to obtain a concealed carry permit,Current,
New Hampshire,2015,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
New Hampshire,2015,cap16,Criminal liability applies to children less than 16 years old,Current,
New Hampshire,2015,cap14,Criminal liability applies to children less than 14 years old,Current,
New Hampshire,2015,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
New Hampshire,2015,incidentall,All firearms must be removed from the scene of a domestic violence incident,Current,
New Hampshire,2015,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
New Hampshire,2015,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
New Hampshire,2015,dvrosurrender,State law requires DVRO subjects to surrender their firearms,Current,
New Hampshire,2015,dvrosurrendernoconditions,No additional finding is required before the firearm surrender provisions apply,Current,
New Hampshire,2015,dvrosurrenderdating,The surrender provisions apply if the subject is a dating partner of the petitioner,Current,
New Hampshire,2016,dealerh,State dealer license required for handgun sales,Current,
New Hampshire,2016,permitconcealed,Permit required to carry concealed weapons,Current,
New Hampshire,2016,showing,Applicants are required to make a heightened showing to obtain a concealed carry permit,Current,
New Hampshire,2016,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
New Hampshire,2016,cap16,Criminal liability applies to children less than 16 years old,Current,
New Hampshire,2016,cap14,Criminal liability applies to children less than 14 years old,Current,
New Hampshire,2016,incidentremoval,State law requires law enforcement to remove firearms from the scene of a domestic violence incident,Current,
New Hampshire,2016,incidentall,All firearms must be removed from the scene of a domestic violence incident,Current,
New Hampshire,2016,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
New Hampshire,2016,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
New Hampshire,2016,dvrosurrender,State law requires DVRO subjects to surrender their firearms,Current,
New Hampshire,2016,dvrosurrendernoconditions,No additional finding is required before the firearm surrender provisions apply,Current,
New Hampshire,2016,dvrosurrenderdating,The surrender provisions apply if the subject is a dating partner of the petitioner,Current,
New Jersey,1991,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
New Jersey,1991,drugmisdemeanor,Drug misdemeanor is prohibitive for firearm purchase/possession,Current,
New Jersey,1991,violentpartial,Firearm possession is prohibited for people with a history of a violent misdemeanor punishable by more than one year of imprisonment,Current,
New Jersey,1991,dealer,State dealer license required for sale of all firearms,Current,
New Jersey,1991,dealerh,State dealer license required for handgun sales,Current,
New Jersey,1991,recordsallh,Record keeping and retention required for all sellers and all dealers for handgun sales,Current,
New Jersey,1991,recordsdealerh,Record keeping and retention required for licensed dealers for handgun sales,Current,
New Jersey,1991,reportallh,Reporting of sales records to the state required for all sellers and all dealers for handgun sales,Current,
New Jersey,1991,reportdealerh,Reporting of sales records to the state required for licensed dealers for handgun sales,Current,
New Jersey,1991,purge,State is not required to purge sales records for at least 60 days after purchase,Current,
New Jersey,1991,security,At least one store security precaution required,Current,
New Jersey,1991,permit,A license or permit is required to purchase all firearms,Current,
New Jersey,1991,permith,A license or permit is required to purchase handguns,Current,
New Jersey,1991,fingerprint,Fingerprinting required at point of purchase for all dealers,Current,
New Jersey,1991,permitlaw,Permit process involves law enforcement,Current,
New Jersey,1991,defactoregh,De facto registration of handguns is in place because of a recordkeeping requirement for all handgun sales,Current,
New Jersey,1991,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
New Jersey,1991,age18longgunpossess,No possession of long guns until age 18,Current,
New Jersey,1991,universalpermit,Background checks conducted through permit requirement for all firearm sales (or universal background checks),Current,
New Jersey,1991,universalpermith,Background checks conducted through permit requirement for all handgun sales (or universal background checks),Current,
New Jersey,1991,backgroundpurge,State is not required to purge background check records for at least 60 days,Current,
New Jersey,1991,statechecks,"State conducts separate background checks, beyond the federal NICS check, for all firearms",Current,
New Jersey,1991,statechecksh,"State conducts separate background checks, beyond the federal NICS check, for handguns",Current,
New Jersey,1991,waitingh,Waiting period is required on all handgun purchases from dealers,Current,
New Jersey,1991,assault,Assault weapons sales ban beyond just assault pistols,Current,
New Jersey,1991,assaultlist,Assault weapons included in a list of banned weapons,Current,
New Jersey,1991,assaultregister,Grandfathered weapons must be registered,Current,
New Jersey,1991,magazine,Ban on large capacity magazines beyond just ammunition for pistols,Current,
New Jersey,1991,magazinepreowned,Pre-owned large capacity magazines are prohibited,Current,
New Jersey,1991,college,No gun carrying allowed on college campuses,Current,
New Jersey,1991,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Current,
New Jersey,1991,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
New Jersey,1991,permitconcealed,Permit required to carry concealed weapons,Current,
New Jersey,1991,mayissue,"""May issue"" state",Current,
New Jersey,1991,showing,Applicants are required to make a heightened showing to obtain a concealed carry permit,Current,
New Jersey,1991,ccbackground,Concealed carry permit process requires a background check,Current,
New Jersey,1991,ccrenewbackground,Concealed carry permit renewal requires a new background check,Current,
New Jersey,1991,nosyg,No stand your ground law,Current,
New Jersey,1991,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Current,
New Jersey,1991,preemption,State law does not preempt local regulation of firearms,Current,
New Jersey,1991,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
New Jersey,1992,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
New Jersey,1992,drugmisdemeanor,Drug misdemeanor is prohibitive for firearm purchase/possession,Current,
New Jersey,1992,violentpartial,Firearm possession is prohibited for people with a history of a violent misdemeanor punishable by more than one year of imprisonment,Current,
New Jersey,1992,dealer,State dealer license required for sale of all firearms,Current,
New Jersey,1992,dealerh,State dealer license required for handgun sales,Current,
New Jersey,1992,recordsallh,Record keeping and retention required for all sellers and all dealers for handgun sales,Current,
New Jersey,1992,recordsdealerh,Record keeping and retention required for licensed dealers for handgun sales,Current,
New Jersey,1992,reportallh,Reporting of sales records to the state required for all sellers and all dealers for handgun sales,Current,
New Jersey,1992,reportdealerh,Reporting of sales records to the state required for licensed dealers for handgun sales,Current,
New Jersey,1992,purge,State is not required to purge sales records for at least 60 days after purchase,Current,
New Jersey,1992,security,At least one store security precaution required,Current,
New Jersey,1992,permit,A license or permit is required to purchase all firearms,Current,
New Jersey,1992,permith,A license or permit is required to purchase handguns,Current,
New Jersey,1992,fingerprint,Fingerprinting required at point of purchase for all dealers,Current,
New Jersey,1992,permitlaw,Permit process involves law enforcement,Current,
New Jersey,1992,defactoregh,De facto registration of handguns is in place because of a recordkeeping requirement for all handgun sales,Current,
New Jersey,1992,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
New Jersey,1992,age18longgunpossess,No possession of long guns until age 18,Current,
New Jersey,1992,universalpermit,Background checks conducted through permit requirement for all firearm sales (or universal background checks),Current,
New Jersey,1992,universalpermith,Background checks conducted through permit requirement for all handgun sales (or universal background checks),Current,
New Jersey,1992,backgroundpurge,State is not required to purge background check records for at least 60 days,Current,
New Jersey,1992,statechecks,"State conducts separate background checks, beyond the federal NICS check, for all firearms",Current,
New Jersey,1992,statechecksh,"State conducts separate background checks, beyond the federal NICS check, for handguns",Current,
New Jersey,1992,waitingh,Waiting period is required on all handgun purchases from dealers,Current,
New Jersey,1992,assault,Assault weapons sales ban beyond just assault pistols,Current,
New Jersey,1992,assaultlist,Assault weapons included in a list of banned weapons,Current,
New Jersey,1992,assaultregister,Grandfathered weapons must be registered,Current,
New Jersey,1992,magazine,Ban on large capacity magazines beyond just ammunition for pistols,Current,
New Jersey,1992,magazinepreowned,Pre-owned large capacity magazines are prohibited,Current,
New Jersey,1992,college,No gun carrying allowed on college campuses,Current,
New Jersey,1992,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Current,
New Jersey,1992,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
New Jersey,1992,permitconcealed,Permit required to carry concealed weapons,Current,
New Jersey,1992,mayissue,"""May issue"" state",Current,
New Jersey,1992,showing,Applicants are required to make a heightened showing to obtain a concealed carry permit,Current,
New Jersey,1992,ccbackground,Concealed carry permit process requires a background check,Current,
New Jersey,1992,ccrenewbackground,Concealed carry permit renewal requires a new background check,Current,
New Jersey,1992,nosyg,No stand your ground law,Current,
New Jersey,1992,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
New Jersey,1992,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
New Jersey,1992,cap16,Criminal liability applies to children less than 16 years old,Current,
New Jersey,1992,cap14,Criminal liability applies to children less than 14 years old,Current,
New Jersey,1992,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Current,
New Jersey,1992,preemption,State law does not preempt local regulation of firearms,Current,
New Jersey,1992,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
New Jersey,1993,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
New Jersey,1993,drugmisdemeanor,Drug misdemeanor is prohibitive for firearm purchase/possession,Current,
New Jersey,1993,violentpartial,Firearm possession is prohibited for people with a history of a violent misdemeanor punishable by more than one year of imprisonment,Current,
New Jersey,1993,dealer,State dealer license required for sale of all firearms,Current,
New Jersey,1993,dealerh,State dealer license required for handgun sales,Current,
New Jersey,1993,recordsallh,Record keeping and retention required for all sellers and all dealers for handgun sales,Current,
New Jersey,1993,recordsdealerh,Record keeping and retention required for licensed dealers for handgun sales,Current,
New Jersey,1993,reportallh,Reporting of sales records to the state required for all sellers and all dealers for handgun sales,Current,
New Jersey,1993,reportdealerh,Reporting of sales records to the state required for licensed dealers for handgun sales,Current,
New Jersey,1993,purge,State is not required to purge sales records for at least 60 days after purchase,Current,
New Jersey,1993,security,At least one store security precaution required,Current,
New Jersey,1993,permit,A license or permit is required to purchase all firearms,Current,
New Jersey,1993,permith,A license or permit is required to purchase handguns,Current,
New Jersey,1993,fingerprint,Fingerprinting required at point of purchase for all dealers,Current,
New Jersey,1993,permitlaw,Permit process involves law enforcement,Current,
New Jersey,1993,defactoregh,De facto registration of handguns is in place because of a recordkeeping requirement for all handgun sales,Current,
New Jersey,1993,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
New Jersey,1993,age18longgunpossess,No possession of long guns until age 18,Current,
New Jersey,1993,universalpermit,Background checks conducted through permit requirement for all firearm sales (or universal background checks),Current,
New Jersey,1993,universalpermith,Background checks conducted through permit requirement for all handgun sales (or universal background checks),Current,
New Jersey,1993,backgroundpurge,State is not required to purge background check records for at least 60 days,Current,
New Jersey,1993,statechecks,"State conducts separate background checks, beyond the federal NICS check, for all firearms",Current,
New Jersey,1993,statechecksh,"State conducts separate background checks, beyond the federal NICS check, for handguns",Current,
New Jersey,1993,waitingh,Waiting period is required on all handgun purchases from dealers,Current,
New Jersey,1993,assault,Assault weapons sales ban beyond just assault pistols,Current,
New Jersey,1993,assaultlist,Assault weapons included in a list of banned weapons,Current,
New Jersey,1993,assaultregister,Grandfathered weapons must be registered,Current,
New Jersey,1993,magazine,Ban on large capacity magazines beyond just ammunition for pistols,Current,
New Jersey,1993,magazinepreowned,Pre-owned large capacity magazines are prohibited,Current,
New Jersey,1993,college,No gun carrying allowed on college campuses,Current,
New Jersey,1993,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Current,
New Jersey,1993,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
New Jersey,1993,permitconcealed,Permit required to carry concealed weapons,Current,
New Jersey,1993,mayissue,"""May issue"" state",Current,
New Jersey,1993,showing,Applicants are required to make a heightened showing to obtain a concealed carry permit,Current,
New Jersey,1993,ccbackground,Concealed carry permit process requires a background check,Current,
New Jersey,1993,ccrenewbackground,Concealed carry permit renewal requires a new background check,Current,
New Jersey,1993,nosyg,No stand your ground law,Current,
New Jersey,1993,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
New Jersey,1993,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
New Jersey,1993,cap16,Criminal liability applies to children less than 16 years old,Current,
New Jersey,1993,cap14,Criminal liability applies to children less than 14 years old,Current,
New Jersey,1993,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Current,
New Jersey,1993,preemption,State law does not preempt local regulation of firearms,Current,
New Jersey,1993,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
New Jersey,1994,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
New Jersey,1994,drugmisdemeanor,Drug misdemeanor is prohibitive for firearm purchase/possession,Current,
New Jersey,1994,violentpartial,Firearm possession is prohibited for people with a history of a violent misdemeanor punishable by more than one year of imprisonment,Current,
New Jersey,1994,dealer,State dealer license required for sale of all firearms,Current,
New Jersey,1994,dealerh,State dealer license required for handgun sales,Current,
New Jersey,1994,recordsallh,Record keeping and retention required for all sellers and all dealers for handgun sales,Current,
New Jersey,1994,recordsdealerh,Record keeping and retention required for licensed dealers for handgun sales,Current,
New Jersey,1994,reportallh,Reporting of sales records to the state required for all sellers and all dealers for handgun sales,Current,
New Jersey,1994,reportdealerh,Reporting of sales records to the state required for licensed dealers for handgun sales,Current,
New Jersey,1994,purge,State is not required to purge sales records for at least 60 days after purchase,Current,
New Jersey,1994,security,At least one store security precaution required,Current,
New Jersey,1994,permit,A license or permit is required to purchase all firearms,Current,
New Jersey,1994,permith,A license or permit is required to purchase handguns,Current,
New Jersey,1994,fingerprint,Fingerprinting required at point of purchase for all dealers,Current,
New Jersey,1994,permitlaw,Permit process involves law enforcement,Current,
New Jersey,1994,defactoregh,De facto registration of handguns is in place because of a recordkeeping requirement for all handgun sales,Current,
New Jersey,1994,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
New Jersey,1994,age18longgunpossess,No possession of long guns until age 18,Current,
New Jersey,1994,universalpermit,Background checks conducted through permit requirement for all firearm sales (or universal background checks),Current,
New Jersey,1994,universalpermith,Background checks conducted through permit requirement for all handgun sales (or universal background checks),Current,
New Jersey,1994,backgroundpurge,State is not required to purge background check records for at least 60 days,Current,
New Jersey,1994,statechecks,"State conducts separate background checks, beyond the federal NICS check, for all firearms",Current,
New Jersey,1994,statechecksh,"State conducts separate background checks, beyond the federal NICS check, for handguns",Current,
New Jersey,1994,waitingh,Waiting period is required on all handgun purchases from dealers,Current,
New Jersey,1994,assault,Assault weapons sales ban beyond just assault pistols,Current,
New Jersey,1994,assaultlist,Assault weapons included in a list of banned weapons,Current,
New Jersey,1994,assaultregister,Grandfathered weapons must be registered,Current,
New Jersey,1994,magazine,Ban on large capacity magazines beyond just ammunition for pistols,Current,
New Jersey,1994,magazinepreowned,Pre-owned large capacity magazines are prohibited,Current,
New Jersey,1994,college,No gun carrying allowed on college campuses,Current,
New Jersey,1994,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Current,
New Jersey,1994,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
New Jersey,1994,permitconcealed,Permit required to carry concealed weapons,Current,
New Jersey,1994,mayissue,"""May issue"" state",Current,
New Jersey,1994,showing,Applicants are required to make a heightened showing to obtain a concealed carry permit,Current,
New Jersey,1994,ccbackground,Concealed carry permit process requires a background check,Current,
New Jersey,1994,ccrenewbackground,Concealed carry permit renewal requires a new background check,Current,
New Jersey,1994,nosyg,No stand your ground law,Current,
New Jersey,1994,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
New Jersey,1994,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
New Jersey,1994,cap16,Criminal liability applies to children less than 16 years old,Current,
New Jersey,1994,cap14,Criminal liability applies to children less than 14 years old,Current,
New Jersey,1994,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Current,
New Jersey,1994,preemption,State law does not preempt local regulation of firearms,Current,
New Jersey,1994,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
New Jersey,1994,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
New Jersey,1995,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
New Jersey,1995,drugmisdemeanor,Drug misdemeanor is prohibitive for firearm purchase/possession,Current,
New Jersey,1995,violentpartial,Firearm possession is prohibited for people with a history of a violent misdemeanor punishable by more than one year of imprisonment,Current,
New Jersey,1995,dealer,State dealer license required for sale of all firearms,Current,
New Jersey,1995,dealerh,State dealer license required for handgun sales,Current,
New Jersey,1995,recordsallh,Record keeping and retention required for all sellers and all dealers for handgun sales,Current,
New Jersey,1995,recordsdealerh,Record keeping and retention required for licensed dealers for handgun sales,Current,
New Jersey,1995,reportallh,Reporting of sales records to the state required for all sellers and all dealers for handgun sales,Current,
New Jersey,1995,reportdealerh,Reporting of sales records to the state required for licensed dealers for handgun sales,Current,
New Jersey,1995,purge,State is not required to purge sales records for at least 60 days after purchase,Current,
New Jersey,1995,security,At least one store security precaution required,Current,
New Jersey,1995,permit,A license or permit is required to purchase all firearms,Current,
New Jersey,1995,permith,A license or permit is required to purchase handguns,Current,
New Jersey,1995,fingerprint,Fingerprinting required at point of purchase for all dealers,Current,
New Jersey,1995,permitlaw,Permit process involves law enforcement,Current,
New Jersey,1995,defactoregh,De facto registration of handguns is in place because of a recordkeeping requirement for all handgun sales,Current,
New Jersey,1995,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
New Jersey,1995,age18longgunpossess,No possession of long guns until age 18,Current,
New Jersey,1995,universalpermit,Background checks conducted through permit requirement for all firearm sales (or universal background checks),Current,
New Jersey,1995,universalpermith,Background checks conducted through permit requirement for all handgun sales (or universal background checks),Current,
New Jersey,1995,backgroundpurge,State is not required to purge background check records for at least 60 days,Current,
New Jersey,1995,statechecks,"State conducts separate background checks, beyond the federal NICS check, for all firearms",Current,
New Jersey,1995,statechecksh,"State conducts separate background checks, beyond the federal NICS check, for handguns",Current,
New Jersey,1995,waitingh,Waiting period is required on all handgun purchases from dealers,Current,
New Jersey,1995,assault,Assault weapons sales ban beyond just assault pistols,Current,
New Jersey,1995,assaultlist,Assault weapons included in a list of banned weapons,Current,
New Jersey,1995,assaultregister,Grandfathered weapons must be registered,Current,
New Jersey,1995,magazine,Ban on large capacity magazines beyond just ammunition for pistols,Current,
New Jersey,1995,magazinepreowned,Pre-owned large capacity magazines are prohibited,Current,
New Jersey,1995,college,No gun carrying allowed on college campuses,Current,
New Jersey,1995,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Current,
New Jersey,1995,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
New Jersey,1995,permitconcealed,Permit required to carry concealed weapons,Current,
New Jersey,1995,mayissue,"""May issue"" state",Current,
New Jersey,1995,showing,Applicants are required to make a heightened showing to obtain a concealed carry permit,Current,
New Jersey,1995,ccbackground,Concealed carry permit process requires a background check,Current,
New Jersey,1995,ccrenewbackground,Concealed carry permit renewal requires a new background check,Current,
New Jersey,1995,nosyg,No stand your ground law,Current,
New Jersey,1995,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
New Jersey,1995,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
New Jersey,1995,cap16,Criminal liability applies to children less than 16 years old,Current,
New Jersey,1995,cap14,Criminal liability applies to children less than 14 years old,Current,
New Jersey,1995,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Current,
New Jersey,1995,preemption,State law does not preempt local regulation of firearms,Current,
New Jersey,1995,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
New Jersey,1995,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
New Jersey,1996,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
New Jersey,1996,drugmisdemeanor,Drug misdemeanor is prohibitive for firearm purchase/possession,Current,
New Jersey,1996,violentpartial,Firearm possession is prohibited for people with a history of a violent misdemeanor punishable by more than one year of imprisonment,Current,
New Jersey,1996,dealer,State dealer license required for sale of all firearms,Current,
New Jersey,1996,dealerh,State dealer license required for handgun sales,Current,
New Jersey,1996,recordsallh,Record keeping and retention required for all sellers and all dealers for handgun sales,Current,
New Jersey,1996,recordsdealerh,Record keeping and retention required for licensed dealers for handgun sales,Current,
New Jersey,1996,reportallh,Reporting of sales records to the state required for all sellers and all dealers for handgun sales,Current,
New Jersey,1996,reportdealerh,Reporting of sales records to the state required for licensed dealers for handgun sales,Current,
New Jersey,1996,purge,State is not required to purge sales records for at least 60 days after purchase,Current,
New Jersey,1996,security,At least one store security precaution required,Current,
New Jersey,1996,permit,A license or permit is required to purchase all firearms,Current,
New Jersey,1996,permith,A license or permit is required to purchase handguns,Current,
New Jersey,1996,fingerprint,Fingerprinting required at point of purchase for all dealers,Current,
New Jersey,1996,permitlaw,Permit process involves law enforcement,Current,
New Jersey,1996,defactoregh,De facto registration of handguns is in place because of a recordkeeping requirement for all handgun sales,Current,
New Jersey,1996,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
New Jersey,1996,age18longgunpossess,No possession of long guns until age 18,Current,
New Jersey,1996,universalpermit,Background checks conducted through permit requirement for all firearm sales (or universal background checks),Current,
New Jersey,1996,universalpermith,Background checks conducted through permit requirement for all handgun sales (or universal background checks),Current,
New Jersey,1996,backgroundpurge,State is not required to purge background check records for at least 60 days,Current,
New Jersey,1996,statechecks,"State conducts separate background checks, beyond the federal NICS check, for all firearms",Current,
New Jersey,1996,statechecksh,"State conducts separate background checks, beyond the federal NICS check, for handguns",Current,
New Jersey,1996,waitingh,Waiting period is required on all handgun purchases from dealers,Current,
New Jersey,1996,assault,Assault weapons sales ban beyond just assault pistols,Current,
New Jersey,1996,assaultlist,Assault weapons included in a list of banned weapons,Current,
New Jersey,1996,assaultregister,Grandfathered weapons must be registered,Current,
New Jersey,1996,magazine,Ban on large capacity magazines beyond just ammunition for pistols,Current,
New Jersey,1996,magazinepreowned,Pre-owned large capacity magazines are prohibited,Current,
New Jersey,1996,college,No gun carrying allowed on college campuses,Current,
New Jersey,1996,collegeconcealed,"No gun carrying on college campuses, including concealed weapons permittees",Current,
New Jersey,1996,elementary,"No gun carrying on elementary school property, including concealed weapons permittees",Current,
New Jersey,1996,permitconcealed,Permit required to carry concealed weapons,Current,
New Jersey,1996,mayissue,"""May issue"" state",Current,
New Jersey,1996,showing,Applicants are required to make a heightened showing to obtain a concealed carry permit,Current,
New Jersey,1996,ccbackground,Concealed carry permit process requires a background check,Current,
New Jersey,1996,ccrenewbackground,Concealed carry permit renewal requires a new background check,Current,
New Jersey,1996,nosyg,No stand your ground law,Current,
New Jersey,1996,capaccess,Criminal liability for negligent storage of guns if child gains access,Current,
New Jersey,1996,capuses,Criminal liability for negligent storage of guns if child uses or carries the gun,Current,
New Jersey,1996,cap16,Criminal liability applies to children less than 16 years old,Current,
New Jersey,1996,cap14,Criminal liability applies to children less than 14 years old,Current,
New Jersey,1996,immunity,No law provides blanket immunity to gun manufacturers or prohibits state or local lawsuits against gun manufacturers,Current,
New Jersey,1996,preemption,State law does not preempt local regulation of firearms,Current,
New Jersey,1996,dvro,State law automatically prohibits domestic violence-related restraining order (DVRO) subjects from possessing firearms,Current,
New Jersey,1996,dvrodating,DVROs are automatically prohibiting if the subject is a dating partner of the petitioner,Current,
New Jersey,1997,invcommitment,Involuntary commitment (inpatient) is prohibitive for firearm purchase/possession,Current,
New Jersey,1997,drugmisdemeanor,Drug misdemeanor is prohibitive for firearm purchase/possession,Current,
New Jersey,1997,violentpartial,Firearm possession is prohibited for people with a history of a violent misdemeanor punishable by more than one year of imprisonment,Current,
New Jersey,1997,dealer,State dealer license required for sale of all firearms,Current,
New Jersey,1997,dealerh,State dealer license required for handgun sales,Current,
New Jersey,1997,recordsallh,Record keeping and retention required for all sellers and all dealers for handgun sales,Current,
New Jersey,1997,recordsdealerh,Record keeping and retention required for licensed dealers for handgun sales,Current,
New Jersey,1997,reportallh,Reporting of sales records to the state required for all sellers and all dealers for handgun sales,Current,
New Jersey,1997,reportdealerh,Reporting of sales records to the state required for licensed dealers for handgun sales,Current,
New Jersey,1997,purge,State is not required to purge sales records for at least 60 days after purchase,Current,
New Jersey,1997,security,At least one store security precaution required,Current,
New Jersey,1997,permit,A license or permit is required to purchase all firearms,Current,
New Jersey,1997,permith,A license or permit is required to purchase handguns,Current,
New Jersey,1997,fingerprint,Fingerprinting required at point of purchase for all dealers,Current,
New Jersey,1997,permitlaw,Permit process involves law enforcement,Current,
New Jersey,1997,defactoregh,De facto registration of handguns is in place because of a recordkeeping requirement for all handgun sales,Current,
New Jersey,1997,age18longgunsale,Purchase of long guns from licensed dealers and private sellers restricted to age 18 and older,Current,
New Jersey,1997,age18longgunpossess,No possession of long guns until age 18,Current,
